Mean_Last_5,StdDev_Last_5,Previous,Max_Last_5,Min_Last_5,Delta,Target
7.37762171668911,2.4402459050152543,2.17697582731566,7.447293855638238,2.7878062570700735,4.324844228810921,3.1350199974842328
7.315315945953327,2.294480444710256,7.9094561192053545,10.335407125035665,4.339128085295578,2.304300958017965,2.8756842630082105
6.8334971484036595,1.2499585647641698,9.420715032771001,7.240654169327207,4.227061196828875,-1.6024900306248369,3.7696490236431077
4.2958948240320805,1.2503476939965097,4.456894894142129,6.260090677923818,1.507768803896373,-0.6461207835369969,4.207553126624031
5.347816012162543,0.7702183947084931,9.232573929520573,9.901345618802099,2.6644505470363447,-0.19185632444576584,4.619386392287623
6.754435273850025,1.0217023510937868,6.441020008756384,8.966099374893265,2.9232647729106938,1.5487030111273405,7.481596060412317
3.0119226154414513,0.5049097814279149,8.794105378429286,3.013379306803641,4.238907139452078,0.9371963471079416,9.734854920983134
2.5788500589546275,0.632405980280657,3.295508415326813,9.57111543943053,4.306362616772121,-3.2665289700507216,2.7745334020564254
2.101063794677721,2.2594476119179365,6.747458103338843,8.278139766089058,4.123610614452268,1.2663075794799674,7.116720131180918
6.050675341306274,0.7414538944232428,9.712843606810486,5.852085554861746,1.4464535971623445,3.7050207616196555,9.446753558858394
7.433636660097456,1.237316108502644,3.657590844923723,3.3939408385979286,1.384596259421297,0.5228482462360615,4.55801721612125
5.535995911518361,2.9652374749777604,1.9071161353127621,7.456446986360848,2.93153814117702,1.2818829516470487,1.2066724228417067
7.59715150029018,0.17600745573670665,2.2740292605138457,7.218092752782251,3.1300907024899387,0.7661517247450238,9.468206115341141
5.935549276029624,1.3336132146529032,2.0012261340070054,4.2805299848455505,1.7967415195171115,3.944957742993589,4.075539455391871
9.431953187906485,1.0230014021505385,1.0297781724574868,2.889335605584466,4.010576621038727,-3.354183643100679,4.904585040760647
4.77110463902731,0.7974032443151593,5.615764364007889,10.034017386914721,1.6954185632634204,-3.3387534853990566,1.0368429068081202
1.4477441863765783,0.3910812591549968,6.9437901666589665,3.454671322365223,2.1324461200444125,-0.3201310956711012,6.10757801034985
10.022342276155891,1.5443533803031957,1.5442960288574954,9.711952343714247,2.7531391497157887,1.7692452116787605,6.827277984209089
7.43013526481146,1.2298219577110752,8.35508704317259,5.996885938663639,1.9180311934476504,-2.640101008536501,9.227135705662747
10.292663416589237,0.3160267238568536,5.383201736340388,2.7741859396365975,4.232473158680511,3.524512326494788,3.2908848232102352
9.371748296581156,1.0045088023693998,4.379638700061353,6.4380149842491,4.93863058886804,4.935085007986121,3.866195758910088
8.597084744874309,1.8981510538089301,9.851940913255875,7.444081795635828,2.9935406034925784,-3.3538076285352227,3.950911396910389
5.219750053756755,2.3900698833557597,2.58942163630305,6.233045774106639,1.2307839807199819,-3.7674893475067748,8.979300574130956
10.477147683007985,2.549286901989324,2.6649110225705375,7.397495610803567,4.868884180749486,-0.046448991105147996,3.144649121891761
1.2921465230062874,0.5176321579955442,3.652166883954616,7.243208321635061,3.0467943031701408,-4.213571478085717,4.9948641881592515
1.5378516823100066,2.078699982035457,5.3782101214831215,5.753705686337991,1.6659909097499392,3.0940441908422898,8.555833515423371
6.491818640624469,2.4526694521584034,3.863838203412016,4.3836319632954375,3.152314624849164,-0.3230229720934732,2.248628023551025
6.212387746380447,1.8239915667520492,5.682376085602389,3.389984346983925,3.104177024073737,-4.240042879804986,7.585651920291292
5.183557834159326,0.598900882529817,7.481636596928416,6.871311056267427,1.9021071214747747,0.39127451054028306,2.502441339257425
5.162830387671061,0.3501220539357307,5.1409509697616285,6.943596144972525,1.787032934816175,4.503316880365096,1.8092566879248775
